SYMBOL,P
OR5P3,0.22387
OR10A6,0.2415
OR10A3,0.025318
NLRP10,0.50644
EIF3F,0.14562
TUB,0.26302
RIC3,0.70246
LMO1,0.74902
STK33,0.83343
TRIM66,0.83429
RPL27A,0.55245
DENND2B,0.49759
AKIP1,0.65825
C11orf16,0.6544
ASCL3,0.94091
TMEM9B,0.61147
NRIP3,0.33647
SCUBE2,0.52951
DENND5A,0.28062
TMEM41B,0.38367
IPO7,0.0093262
ZNF143,0.0018765
WEE1,0.10621
SWAP70,0.047558
NA,0.18759
SBF2,0.52121
LOC105376544,0.53428
ADM,0.54185
AMPD3,0.12705
MTRNR2L8,0.26343
RNF141,0.0036592
LYVE1,0.018518
IRAG1,0.037808
CTR9,0.87156
EIF4G2,0.11304
ZBED5,0.34462
GALNT18,0.22136
CSNK2A3,0.80715
USP47,0.033583
DKK3,0.14025
MICAL2,0.073759
MICALCL,0.34004
PARVA,0.10994
TEAD1,0.016586
RASSF10,0.90558
ARNTL,0.60845
BTBD10,0.54603
PTH,0.073979
FAR1,0.58323
SPON1,0.34918
RRAS2,0.48665
COPB1,0.097887
PSMA1,0.10359
PDE3B,0.31893
CYP2R1,0.4321
CALCA,0.49945
CALCB,0.11678
INSC,0.60499
NA,0.019287
SOX6,0.39432
C11orf58,0.23889
PLEKHA7,0.12327
RPS13,0.20919
PIK3C2A,0.18996
NUCB2,0.5695
NCR3LG1,0.31469
KCNJ11,0.17038
ABCC8,0.81103
USH1C,0.49346
OTOG,0.40057
LINC02729,0.092907
MYOD1,0.45044
KCNC1,0.054837
SERGEF,0.17242
TPH1,0.8431
SAAL1,0.62215
MRGPRX3,0.80917
MRGPRX4,0.84353
SAA4,0.32179
SAA2-SAA4,0.58532
SAA2,0.7124
SAA1,0.0043483
HPS5,0.011834
GTF2H1,0.0016181
LDHA,0.58687
LDHC,0.90425
LDHAL6A,0.93439
TSG101,0.76358
UEVLD,0.67464
SPTY2D1,0.32246
TMEM86A,0.21664
IGSF22,0.36258
PTPN5,0.1763
MRGPRX1,0.49472
MRGPRX2,0.9792
ZDHHC13,0.68488
CSRP3,0.41787
E2F8,0.42699
NAV2,0.1253
DBX1,0.098019
HTATIP2,0.17355
PRMT3,0.25318
SLC6A5,0.83954
NELL1,0.03091
ANO5,0.0089595
SLC17A6,0.56362
FANCF,0.21823
GAS2,0.91658
SVIP,0.48609
CCDC179,0.22253
LUZP2,0.0096162
ANO3,0.1691
MUC15,0.70487
SLC5A12,0.87632
FIBIN,0.73707
BBOX1,0.24111
CCDC34,0.20374
LGR4,0.11328
LIN7C,0.19537
BDNF,0.089316
KIF18A,0.58377
METTL15,0.4725
KCNA4,0.52809
FSHB,0.56466
ARL14EP,0.64451
NA,0.75309
MPPED2,0.31691
NA,0.48166
DCDC1,0.70758
DNAJC24,0.35353
IMMP1L,0.14381
ELP4,0.11244
PAX6,0.069869
RCN1,0.85365
WT1,0.02368
EIF3M,0.41505
CCDC73,0.30629
PRRG4,0.68036
QSER1,0.74397
DEPDC7,0.0014669
TCP11L1,0.0013859
CSTF3,0.23613
HIPK3,0.11929
KIAA1549L,0.68375
C11orf91,0.85125
CD59,0.65487
FBXO3,0.49179
LMO2,0.66977
CAPRIN1,0.34541
NAT10,0.32663
ABTB2,0.14744
CAT,0.63464
ELF5,0.37923
EHF,0.61315
APIP,0.31987
PDHX,0.41989
CD44,0.4323
SLC1A2,0.89522
PAMR1,0.78426
FJX1,0.8743
TRIM44,0.18579
LDLRAD3,0.1488
COMMD9,0.10747
PRR5L,0.025023
TRAF6,0.88257
RAG1,0.42264
RAG2,0.49913
IFTAP,0.48723
LRRC4C,0.7585
API5,0.081722
TTC17,0.096641
HSD17B12,0.27643
ALKBH3,0.049619
ACCSL,0.38951
C11orf96,0.41112
ACCS,0.094107
EXT2,0.43722
ALX4,0.80676
CD82,0.3797
TSPAN18,0.401
TP53I11,0.84831
PRDM11,0.074004
NA,0.00087414
SYT13,0.039869
CHST1,0.69349
SLC35C1,0.40926
CRY2,0.61157
MAPK8IP1,0.0062445
C11orf94,0.3872
PEX16,0.018282
LARGE2,0.010447
PHF21A,0.10105
CREB3L1,0.0087104
DGKZ,0.055153
MDK,0.0076407
CHRM4,0.69785
AMBRA1,0.0559
HARBI1,0.27503
ATG13,0.20264
ARHGAP1,0.010797
ZNF408,0.91653
F2,0.022385
CKAP5,0.088278
LRP4,0.12362
C11orf49,0.037927
ARFGAP2,0.00075142
PACSIN3,0.040925
DDB2,0.014605
ACP2,0.0043727
NR1H3,0.038984
MADD,0.00057789
MYBPC3,3.873e-06
SPI1,1e-09
SLC39A13,1.1141e-08
PSMC3,1.117e-07
RAPSN,3.3109e-06
CELF1,0.0009363
PTPMT1,0.012386
KBTBD4,0.0055588
NDUFS3,0.0022146
FAM180B,0.052434
C1QTNF4,0.012661
MTCH2,0.0040658
AGBL2,2.2656e-05
FNBP4,3.7534e-05
NUP160,1.4761e-05
PTPRJ,0.12992
OR4B1,0.0077416
OR4X2,0.22057
OR4X1,0.012813
OR4S1,0.038769
OR4C3,0.071212
OR4A47,0.0070066
TRIM49B,0.0026526
TRIM64C,0.053399
FOLH1,0.01499
OR4C13,0.0022461
OR4C12,0.0054428
OR4C46,0.20762
OR4A5,0.45755
TRIM48,0.22517
OR4A16,0.19736
OR4A15,0.035644
OR4C15,0.032179
OR4C16,0.020757
OR4C6,0.036046
OR5D13,0.5189
OR5D14,0.43319
OR5L1,0.92645
OR5D18,0.021436
OR5L2,0.9301
OR5D16,0.6121
TRIM51,0.079322
OR5W2,0.25483
OR5I1,0.25385
OR10AG1,0.2111
OR5F1,0.47033
OR5AS1,0.22883
OR8I2,0.15385
OR8H2,0.33743
OR8H3,0.088162
OR8J3,0.1753
OR8K5,0.38531
OR5J2,0.7744
OR5T2,0.18836
OR5T3,0.062023
OR5T1,0.41548
OR8H1,0.050834
OR8K3,0.18495
OR8K1,0.45475
OR8J1,0.45298
OR8U1,0.57455
OR8U3,0.051808
OR5M9,0.1829
OR5M3,0.074915
OR5M8,0.46932
OR5M11,0.336
OR5M10,0.90922
OR5M1,0.83816
OR5AP2,0.7691
OR5AR1,0.30935
OR9G4,0.66179
OR5AK2,0.7289
LRRC55,0.94542
APLNR,0.64272
TNKS1BP1,0.5282
NA,0.29875
SSRP1,0.14542
P2RX3,0.29645
PRG3,0.19381
PRG2,0.8641
SLC43A3,0.66574
RTN4RL2,0.65847
SLC43A1,0.59414
TIMM10,0.40489
SMTNL1,0.26264
UBE2L6,0.88906
SERPING1,0.93377
YPEL4,0.85162
CLP1,0.67616
ZDHHC5,0.46766
MED19,0.69948
TMX2,0.70909
SELENOH,0.83549
BTBD18,0.48327
CTNND1,0.6122
OR9Q1,0.18528
OR6Q1,0.64799
OR9I1,0.85586
OR9Q2,0.249
OR1S2,0.27867
OR1S1,0.31524
OR10Q1,0.4144
OR10W1,0.17105
OR5B17,0.27863
OR5B3,0.6233
OR5B2,0.42923
OR5B12,0.35652
OR5B21,0.11295
LPXN,0.018699
ZFP91,0.043033
CNTF,0.081389
GLYAT,0.01157
GLYATL2,0.078398
GLYATL1,0.58085
FAM111B,0.42925
FAM111A,0.36779
DTX4,0.15469
MPEG1,0.10727
WARS1P1,0.16354
SLC25A47P1,0.66316
OR5AN1,0.6962
OR5A2,0.98476
OR5A1,0.80308
OR4D6,0.84906
OR4D10,0.59711
OR4D11,0.47278
OR4D9,0.006182
OSBP,0.045952
PATL1,0.067931
OR10V1,0.43305
STX3,0.080512
MRPL16,0.046861
CBLIF,0.026343
TCN1,0.0036881
NA,0.1133
OOSP2,0.00010694
MS4A3,5.4062e-13
MS4A2,2.1783e-13
MS4A6A,3.6069e-12
MS4A4E,5e-10
MS4A4A,8.24e-07
MS4A6E,4.2882e-11
MS4A7,0.018593
MS4A14,0.088963
MS4A5,0.056548
MS4A1,0.47535
MS4A12,0.71429
MS4A13,0.41891
MS4A8,0.79444
MS4A18,0.60011
MS4A15,0.030207
MS4A10,0.053856
CCDC86,0.090249
PTGDR2,0.15099
ZP1,0.24032
PRPF19,0.51957
TMEM109,0.60029
TMEM132A,0.17704
SLC15A3,0.10069
CD6,0.12387
CD5,0.14139
VPS37C,0.61527
PGA5,0.96469
VWCE,0.38341
DDB1,0.2458
TKFC,0.41119
CYB561A3,0.32023
TMEM138,0.44649
TMEM216,0.9911
CPSF7,0.86703
SDHAF2,0.80113
PPP1R32,0.84654
LRRC10B,0.58462
SYT7,0.89197
DAGLA,0.68574
MYRF,0.78245
TMEM258,0.70532
FEN1,0.17297
FADS1,0.75996
FADS2,0.27156
FADS3,0.56885
RAB3IL1,0.016635
BEST1,0.85915
FTH1,0.21832
INCENP,0.39683
SCGB1D1,0.55409
SCGB2A1,0.78849
SCGB1D2,0.37457
SCGB2A2,0.35634
SCGB1D4,0.17755
ASRGL1,0.3302
SCGB1A1,0.459
AHNAK,0.60722
EEF1G,0.18976
TUT1,0.38085
MTA2,0.053234
EML3,0.033788
ROM1,0.079325
B3GAT3,0.83257
GANAB,0.36355
INTS5,0.086643
C11orf98,0.78512
LBHD1,0.21549
CSKMT,0.22737
UQCC3,0.14613
UBXN1,0.74139
LRRN4CL,0.11091
BSCL2,0.050002
GNG3,0.93532
HNRNPUL2,0.032688
TTC9C,0.12316
ZBTB3,0.41637
POLR2G,0.67342
TAF6L,0.51888
TMEM179B,0.8051
TMEM223,0.44879
NXF1,0.60199
STX5,0.42874
WDR74,0.88238
SLC3A2,0.3618
CHRM1,0.0079963
SLC22A6,0.13592
SLC22A8,0.053532
SLC22A24,0.31377
SLC22A25,0.043702
SLC22A10,0.048257
SLC22A9,0.029472
PLAAT5,0.52032
LGALS12,0.54211
PLAAT4,0.031752
PLAAT2,0.43479
PLAAT3,0.24811
ATL3,0.098328
RTN3,0.12458
C11orf95,0.065676
SPINDOC,0.069487
NA,0.028758
MARK2,0.064876
RCOR2,0.096663
NAA40,0.027326
COX8A,0.0222
OTUB1,0.060625
MACROD1,0.016077
FLRT1,0.15634
STIP1,0.021267
FERMT3,0.0044268
TRPT1,0.16459
NUDT22,0.00064001
DNAJC4,0.0031813
VEGFB,0.001631
FKBP2,0.13732
PPP1R14B,0.074386
PLCB3,0.00090121
GPR137,0.0001651
BAD,0.00040484
KCNK4,0.94257
CATSPERZ,0.0055949
ESRRA,0.19997
TRMT112,2.5079e-05
PRDX5,0.033512
CCDC88B,0.011642
RPS6KA4,0.042833
SLC22A11,0.55923
SLC22A12,0.7613
NRXN2,0.71979
RASGRP2,0.48818
PYGM,0.87589
SF1,0.42452
MAP4K2,0.98388
MEN1,0.2621
CDC42BPG,0.35112
EHD1,0.091653
ATG2A,0.41225
PPP2R5B,0.17697
GPHA2,0.48715
MAJIN,0.77351
BATF2,0.84076
ARL2,0.53907
SNX15,0.22366
SAC3D1,0.18415
NAALADL1,0.36702
CDCA5,0.40303
ZFPL1,0.63257
TMEM262,0.36704
VPS51,0.78073
TM7SF2,0.91074
ZNHIT2,0.80169
FAU,0.51189
MRPL49,0.64388
SYVN1,0.38545
SPDYC,0.31664
CAPN1,0.12307
SLC22A20P,0.2009
POLA2,0.2989
CDC42EP2,0.5582
DPF2,0.35383
TIGD3,0.7696
SLC25A45,0.33874
FRMD8,0.40381
LOC101927789,0.27404
SCYL1,0.010281
LTBP3,0.037956
ZNRD2,0.4206
FAM89B,0.69808
EHBP1L1,0.31544
KCNK7,0.79498
MAP3K11,0.070929
PCNX3,0.19047
SIPA1,0.2502
RELA,0.67008
KAT5,0.68135
RNASEH2C,0.69523
AP5B1,0.21149
OVOL1,0.81241
NA,0.0044869
SNX32,0.021671
CFL1,0.014168
MUS81,0.027101
EFEMP2,0.023098
CTSW,0.090762
FIBP,0.0034649
CCDC85B,0.16703
FOSL1,0.001116
C11orf68,0.21226
DRAP1,0.46506
TSGA10IP,0.43486
SART1,0.35811
EIF1AD,0.41424
BANF1,0.43535
CST6,0.52386
CATSPER1,0.38176
GAL3ST3,0.34059
SF3B2,0.73999
PACS1,0.51258
KLC2,0.62412
RAB1B,0.091905
CNIH2,0.77718
YIF1A,0.92761
TMEM151A,0.49753
CD248,0.70824
RIN1,0.98128
BRMS1,0.75625
B4GAT1,0.4391
LOC102724064,0.46035
SLC29A2,0.73981
NPAS4,0.2229
MRPL11,0.72786
PELI3,0.32744
DPP3,0.34506
BBS1,0.50378
ZDHHC24,0.70274
ACTN3,0.72617
CTSF,0.73344
CCDC87,0.49446
CCS,0.79806
RBM14,0.28741
RBM14-RBM4,0.49125
RBM4,0.3499
RBM4B,0.23922
SPTBN2,0.60386
NA,0.46676
C11orf80,0.62746
RCE1,0.51946
PC,0.73452
LRFN4,0.47274
C11orf86,0.29335
SYT12,0.5926
RHOD,0.79141
KDM2A,0.31879
GRK2,0.22491
ANKRD13D,0.1728
SSH3,0.21599
POLD4,0.37314
CLCF1,0.30338
RAD9A,0.18612
PPP1CA,0.104
TBC1D10C,0.27682
CARNS1,0.33701
RPS6KB2,0.52836
PTPRCAP,0.30719
CORO1B,0.81362
GPR152,0.69439
CABP4,0.84485
TMEM134,0.87854
AIP,0.86533
PITPNM1,0.98411
CDK2AP2,0.68401
CABP2,0.38609
GSTP1,0.37537
NDUFV1,0.60869
NUDT8,0.33871
TBX10,0.32543
ACY3,0.99304
ALDH3B2,0.90304
LOC105369358,0.49423
UNC93B1,0.17712
ALDH3B1,0.15313
NDUFS8,0.014496
TCIRG1,0.70157
CHKA,0.64778
KMT5B,0.46663
C11orf24,0.47715
LRP5,0.40346
PPP6R3,0.15477
GAL,0.9729
TESMIN,0.89369
CPT1A,0.74035
MRPL21,0.70064
IGHMBP2,0.823
MRGPRD,0.24147
MRGPRF,0.89069
TPCN2,0.79417
MYEOV,0.77553
CCND1,0.68274
LTO1,0.88312
FGF19,0.73232
FGF4,0.70403
FGF3,0.47073
ANO1,0.18286
FADD,0.43505
PPFIA1,0.23158
CTTN,0.64261
SHANK2,0.06085
DHCR7,0.70411
NADSYN1,0.88765
KRTAP5-7,0.97608
KRTAP5-8,0.47936
KRTAP5-9,0.3358
KRTAP5-10,0.92285
KRTAP5-11,0.23623
FAM86C1P,0.089368
ZNF705E,0.071052
DEFB108B,0.062975
DEFB131B,0.83083
RNF121,0.97735
IL18BP,0.81774
NUMA1,0.8536
LRTOMT,0.97244
LAMTOR1,0.69678
ANAPC15,0.99374
FOLR3,0.26589
FOLR1,0.92315
FOLR2,0.64775
INPPL1,0.47781
PHOX2A,0.13216
CLPB,0.0046174
PDE2A,0.36813
ARAP1,0.37993
STARD10,0.074943
ATG16L2,0.089166
FCHSD2,0.2011
P2RY2,0.35102
P2RY6,0.9699
ARHGEF17,0.10092
RELT,0.24327
FAM168A,0.11777
NA,0.48967
PLEKHB1,0.36501
RAB6A,0.11963
MRPL48,0.17307
COA4,0.15477
PAAF1,0.37664
DNAJB13,0.45083
UCP2,0.31256
UCP3,0.92352
C2CD3,0.67338
PPME1,0.84999
P4HA3,0.36365
PGM2L1,0.29902
KCNE3,0.56076
LIPT2,0.76041
POLD3,0.30691
CHRDL2,0.85247
RNF169,0.42659
XRRA1,0.59457
SPCS2,0.21998
NEU3,0.75194
OR2AT4,0.1972
SLCO2B1,0.86609
TPBGL,0.654
ARRB1,0.83631
RPS3,0.25131
KLHL35,0.22936
GDPD5,0.58536
SERPINH1,0.74424
MAP6,0.68756
MOGAT2,0.15062
DGAT2,0.40251
UVRAG,0.64534
WNT11,0.36074
THAP12,0.090983
GVQW3,0.82793
EMSY,0.15473
LRRC32,0.55461
TSKU,0.59987
ACER3,0.25903
B3GNT6,0.54705
CAPN5,0.097842
OMP,0.29031
MYO7A,0.22031
GDPD4,0.33423
PAK1,0.1334
AQP11,0.63541
CLNS1A,0.44738
RSF1,0.77255
AAMDC,0.85586
INTS4,0.76098
KCTD14,0.43545
NDUFC2-KCTD14,0.30406
THRSP,0.5664
NDUFC2,0.14982
ALG8,0.31992
KCTD21,0.36161
USP35,0.0077314
GAB2,0.0036675
NARS2,0.0037376
TENM4,0.39109
FAM181B,0.41297
PRCP,0.99378
DDIAS,0.87932
RAB30,0.5335
PCF11,0.53684
ANKRD42,0.078962
CCDC90B,0.33084
DLG2,0.009789
TMEM126B,0.0061116
TMEM126A,0.082947
CREBZF,0.014275
CCDC89,0.56198
SYTL2,0.099403
CCDC83,9.4313e-05
PICALM,3.2503e-14
EED,0.017691
HIKESHI,0.0071885
CCDC81,0.12683
ME3,0.35561
PRSS23,0.0053011
FZD4,0.01832
TMEM135,0.82019
RAB38,0.3429
CTSC,0.49424
GRM5,0.44408
TYR,0.99689
NOX4,0.68668
FOLH1B,0.66869
TRIM77,0.38266
TRIM49,0.912
TRIM64B,0.1074
TRIM49D1,0.5774
TRIM49C,0.86788
LOC105378955,0.95855
UBTFL1,0.9554
NAALAD2,0.73731
CHORDC1,0.82689
FAT3,0.68254
MTNR1B,0.84406
SLC36A4,0.13277
NA,0.18571
DEUP1,0.44269
SMCO4,0.28983
CEP295,0.2931
TAF1D,0.43866
C11orf54,0.12226
MED17,0.4197
VSTM5,0.31007
HEPHL1,0.44626
PANX1,0.49078
IZUMO1R,0.3171
GPR83,0.05047
MRE11,0.40256
ANKRD49,0.28803
C11orf97,0.87711
FUT4,0.44857
PIWIL4,0.74783
AMOTL1,0.0072377
CWC15,0.81076
KDM4D,0.92128
KDM4E,0.24979
SRSF8,0.29675
ENDOD1,0.083983
SESN3,0.5038
FAM76B,0.20598
CEP57,0.33575
MTMR2,0.70716
MAML2,0.39853
CCDC82,0.65355
JRKL,0.14513
CNTN5,0.16091
ARHGAP42,0.95077
NA,0.89531
PGR,0.93709
TRPC6,0.10474
ANGPTL5,0.12064
CEP126,0.24185
CFAP300,0.054406
YAP1,0.77866
BIRC3,0.31725
BIRC2,0.44464
TMEM123,0.46387
MMP7,0.60745
MMP20,0.66389
MMP27,0.82324
MMP8,0.83461
MMP10,0.73487
MMP1,0.54342
MMP3,0.53729
MMP12,0.64027
MMP13,0.10817
DCUN1D5,0.60476
DYNC2H1,0.46401
PDGFD,0.43111
DDI1,0.68829
CASP12,0.12709
CASP4,0.17912
CASP5,0.17629
CASP1,0.52269
CARD16,0.35643
CARD17,0.21506
CARD18,0.68693
GRIA4,0.4863
MSANTD4,0.57189
KBTBD3,0.77665
AASDHPPT,0.40723
GUCY1A2,0.0049224
CWF19L2,0.15239
ALKBH8,0.26601
ELMOD1,0.53739
SLN,0.49043
SLC35F2,0.97491
RAB39A,0.89718
CUL5,0.24549
ACAT1,0.063848
NPAT,0.33597
ATM,0.4037
C11orf65,0.1033
POGLUT3,0.030494
EXPH5,0.11287
DDX10,0.25586
C11orf87,0.70952
ZC3H12C,0.91527
RDX,0.32766
FDX1,0.77728
ARHGAP20,0.64179
C11orf53,0.61771
COLCA1,0.81965
COLCA2,0.87604
POU2AF1,0.37255
BTG4,0.68977
LOC644277,0.21733
HOATZ,0.69564
LAYN,0.56156
SIK2,0.89144
PPP2R1B,0.78045
ALG9,0.52847
FDXACB1,0.27526
C11orf1,0.27603
CRYAB,0.4624
HSPB2,0.2872
C11orf52,0.40695
DIXDC1,0.38493
DLAT,0.16901
PIH1D2,0.39261
NKAPD1,0.37366
TIMM8B,0.66605
SDHD,0.18107
IL18,0.61475
TEX12,0.71605
BCO2,0.069164
PTS,0.001546
PLET1,0.0094222
NCAM1,0.13846
TTC12,0.90072
ANKK1,0.31898
DRD2,0.86465
TMPRSS5,0.26299
ZW10,0.045624
CLDN25,0.05119
USP28,0.45062
HTR3B,0.22833
HTR3A,0.31051
ZBTB16,0.09912
NNMT,0.26532
C11orf71,0.83348
RBM7,0.7808
REXO2,0.51878
NXPE1,0.074623
NXPE4,0.0032496
NXPE2,0.087569
CADM1,0.14037
BUD13,0.041914
ZPR1,0.014085
APOA5,0.022834
APOA4,0.97609
APOC3,0.77542
APOA1,0.52958
SIK3,0.28671
PAFAH1B2,0.39586
SIDT2,0.96003
TAGLN,0.23365
PCSK7,0.86998
RNF214,0.015179
BACE1,0.12649
CEP164,0.26366
DSCAML1,0.66533
FXYD2,0.76072
FXYD6-FXYD2,0.91007
FXYD6,0.93824
TMPRSS13,0.39784
IL10RA,0.51598
TMPRSS4,0.37234
SCN4B,0.11881
SCN2B,0.75982
JAML,0.035044
MPZL3,0.015403
MPZL2,0.073536
CD3E,0.024118
CD3D,0.89474
CD3G,0.135
UBE4A,0.44081
ATP5MG,0.77594
KMT2A,0.24582
TTC36,0.98742
TMEM25,0.68689
IFT46,0.5463
ARCN1,0.39473
PHLDB1,0.24057
TREH,0.20068
DDX6,0.027176
CXCR5,0.17604
BCL9L,0.31151
UPK2,0.86449
FOXR1,0.37924
CENATAC,0.18499
RPS25,0.36864
TRAPPC4,0.49967
SLC37A4,0.43482
HYOU1,0.49955
VPS11,0.48662
HMBS,0.28662
H2AX,0.37995
DPAGT1,0.094456
C2CD2L,0.14343
HINFP,0.35215
ABCG4,0.71118
NLRX1,0.41614
PDZD3,0.81236
CCDC153,0.3378
CBL,0.27752
MCAM,0.31636
NA,0.24574
RNF26,0.46691
MFRP,0.8789
C1QTNF5,0.8789
USP2,0.3527
THY1,0.054807
NECTIN1,0.46224
TRIM29,0.98259
OAF,0.84115
POU2F3,0.82467
TLCD5,0.49036
ARHGEF12,0.061476
GRIK4,0.13754
TBCEL,0.079487
TECTA,0.012878
SC5D,0.14945
SORL1,1.3038e-13
LOC105369535,6.6189e-10
BLID,0.49002
UBASH3B,5.672e-06
CRTAM,0.8254
JHY,0.027096
BSX,0.0026514
HSPA8,0.005129
CLMP,0.037006
GRAMD1B,0.0068585
SCN3B,0.76406
ZNF202,0.28874
OR6X1,0.45594
OR6M1,0.7926
TMEM225,0.99291
OR8D4,0.99962
OR4D5,0.34339
OR6T1,0.9967
OR10S1,0.84897
OR10G4,0.88905
OR10G9,0.89138
OR10G8,0.74344
OR10G7,0.27859
VWA5A,0.69932
OR8G2P,0.5358
OR8G5,0.25524
OR8G1,0.42857
OR8D1,0.85352
OR8D2,0.11805
OR8B2,0.73656
OR8B3,0.15352
OR8B4,0.2499
OR8B8,0.5587
OR8B12,0.8665
OR8A1,0.84297
PANX3,0.69077
TBRG1,0.15501
SIAE,0.16056
SPA17,0.15682
NRGN,0.028159
VSIG2,0.10822
ESAM,0.063667
MSANTD2,0.06411
ROBO3,0.70842
ROBO4,0.326
HEPACAM,0.41988
HEPN1,0.37161
CCDC15,0.90648
SLC37A2,0.6513
TMEM218,0.51573
PKNOX2,0.094651
FEZ1,0.074607
LOC403312,0.13606
EI24,0.24323
STT3A,0.43951
CHEK1,0.27306
ACRV1,0.2702
PATE1,0.46125
PATE2,0.36262
PATE3,0.11744
PATE4,0.23724
HYLS1,0.17576
PUS3,0.62251
DDX25,0.39073
VSIG10L2,0.95855
CDON,0.51963
LOC105369591,0.13271
RPUSD4,0.4333
FAM118B,0.9117
SRPRA,0.34169
FOXRED1,0.75114
TIRAP,0.55757
DCPS,0.54385
ST3GAL4,0.21606
KIRREL3,0.43362
ETS1,0.64685
FLI1,0.78714
KCNJ1,0.5584
KCNJ5,0.57623
C11orf45,0.35985
TP53AIP1,0.84836
ARHGAP32,0.52171
BARX2,0.59385
TMEM45B,0.90361
NFRKB,0.5967
PRDM10,0.0019503
APLP2,0.38016
ST14,0.62261
ZBTB44,0.40134
ADAMTS8,0.00085403
ADAMTS15,0.57387
LINC02873,0.86692
SNX19,0.96141
NTM,0.27034
OPCML,0.86555
SPATA19,0.20528
IGSF9B,0.061113
JAM3,0.33963
NCAPD3,0.11488
VPS26B,0.28531
THYN1,0.53011
ACAD8,0.038639
GLB1L3,0.037352
GLB1L2,0.00835
B3GAT1,0.41901
IQSEC3,0.47086
SLC6A12,0.49678
SLC6A13,0.010124
KDM5A,0.021185
CCDC77,0.087067
B4GALNT3,0.65221
NINJ2,0.79191
WNK1,0.0021165
RAD52,0.067575
ERC1,0.8017
WNT5B,0.64483
FBXL14,0.34485
ADIPOR2,0.14005
CACNA2D4,0.12272
LRTM2,0.011064
DCP1B,0.66182
CACNA1C,0.69563
FKBP4,0.26753
ITFG2,0.90256
NRIP2,0.97569
TEX52,0.45624
FOXM1,0.57829
RHNO1,0.40426
TULP3,0.36912
TEAD4,0.79138
TSPAN9,0.90726
PRMT8,0.95501
CRACR2A,0.80928
PARP11,0.25378
CCND2,0.14517
TIGAR,0.49503
FGF23,0.80542
FGF6,0.74545
C12orf4,0.49854
RAD51AP1,0.70089
DYRK4,0.60514
AKAP3,0.52148
NDUFA9,0.39233
GALNT8,0.06842
KCNA6,0.94401
KCNA1,0.80419
KCNA5,0.78402
NTF3,0.3432
ANO2,0.13814
VWF,0.87703
CD9,0.70066
PLEKHG6,0.33846
TNFRSF1A,0.5987
SCNN1A,0.38711
LTBR,0.53295
CD27,0.11631
TAPBPL,0.26147
VAMP1,0.1902
MRPL51,0.29322
NCAPD2,0.14918
GAPDH,0.12904
IFFO1,0.27638
NOP2,0.042392
CHD4,0.0061182
LPAR5,0.0027797
ACRBP,0.071944
ING4,0.61974
ZNF384,0.16981
PIANP,0.054312
COPS7A,0.0043138
MLF2,0.096463
PTMS,0.14596
LAG3,0.5908
CD4,0.10396
GPR162,0.032602
P3H3,0.90753
GNB3,0.44002
CDCA3,0.88597
USP5,0.41586
TPI1,0.84338
SPSB2,0.59958
LRRC23,0.503
ENO2,0.34084
ATN1,0.11345
C12orf57,0.23591
PTPN6,0.2417
PHB2,0.18806
EMG1,0.12047
LPCAT3,0.16789
C1S,1.0493e-05
C1RL,0.11092
RBP5,0.12364
CLSTN3,0.66837
PEX5,0.51499
ACSM4,0.80195
CD163L1,0.94005
CD163,0.30947
APOBEC1,0.59363
GDF3,0.84924
DPPA3,0.01702
CLEC4C,0.72993
NANOGNB,0.87871
NANOG,0.50602
SLC2A14,0.3515
SLC2A3,0.030672
FOXJ2,0.58495
C3AR1,0.095166
NECAP1,0.02773
CLEC4A,0.24474
ZNF705A,0.046678
FAM90A1,0.05033
CLEC6A,0.49882
CLEC4D,0.75949
CLEC4E,0.13226
AICDA,0.95073
MFAP5,0.74431
RIMKLB,0.81873
A2ML1,0.34553
PHC1,0.16976
M6PR,0.21492
KLRG1,0.72608
A2M,0.27306
PZP,0.80562
LOC728715,0.37222
LOC105369647,0.040233
NA,0.012039
KLRB1,0.0047924
LOC105369728,0.30254
CLEC2D,0.54061
CLECL1,0.34991
CD69,0.27738
KLRF1,0.36795
CLEC2B,0.1055
CLEC2A,0.30248
KLRF2,0.70582
CLEC12A,0.070245
CLEC1B,0.39451
CLEC12B,0.081806
CLEC9A,0.18782
CLEC1A,0.71559
CLEC7A,0.64275
OLR1,0.58016
TMEM52B,0.64829
GABARAPL1,0.92318
KLRD1,0.36055
KLRK1,0.039784
KLRC4-KLRK1,0.011386
KLRC4,0.015972
KLRC3,0.23988
KLRC2,0.2607
KLRC1,0.10343
MAGOHB,0.012049
STYK1,0.12091
YBX3,0.46845
NA,0.22823
TAS2R7,0.86079
TAS2R8,0.62534
TAS2R9,0.3116
TAS2R10,0.36034
PRR4,0.098226
PRH1,0.66274
TAS2R13,0.52503
PRH2,0.26285
TAS2R14,0.84948
TAS2R50,0.43027
TAS2R20,0.74365
TAS2R19,0.082782
TAS2R31,0.9745
TAS2R46,0.98322
TAS2R30,0.43438
SMIM10L1,0.78909
TAS2R42,0.30407
PRB3,0.58459
PRB4,0.82896
PRB1,0.59473
PRB2,0.57699
ETV6,0.92111
BCL2L14,0.73721
LRP6,0.84865
MANSC1,0.0070156
BORCS5,0.90852
DUSP16,0.9751
CREBL2,0.95119
GPR19,0.6111
CDKN1B,0.063796
APOLD1,0.75411
DDX47,0.75908
GPRC5A,0.84167
GPRC5D,0.62177
HEBP1,0.96863
FAM234B,0.52248
GSG1,0.91998
