SYMBOL,P
RPL8,0.59607
ZNF517,0.36902
ZNF7,0.13677
COMMD5,0.1192
ZNF250,0.14301
ZNF16,0.075522
C8orf33,0.59218
WASHC1,0.64103
FOXD4,0.62319
CBWD1,0.6711
DOCK8-AS1,0.53257
DOCK8,0.68502
KANK1,0.20787
DMRT1,0.32374
DMRT3,0.59515
DMRT2,0.12289
SMARCA2,0.64166
VLDLR,0.53282
KCNV2,0.80822
PUM3,0.43213
RFX3,0.20844
GLIS3,0.15766
SLC1A1,0.58968
SPATA6L,0.31052
PLPP6,0.39953
CDC37L1,0.90794
AK3,0.7425
RCL1,0.40753
JAK2,0.81489
INSL6,0.52005
INSL4,0.4282
RLN2,0.99417
RLN1,0.99757
PLGRKT,0.69089
CD274,0.80363
PDCD1LG2,0.88851
RIC1,0.87196
ERMP1,0.63448
MLANA,0.088426
KIAA2026,0.097654
RANBP6,0.26546
IL33,0.03862
TPD52L3,0.044966
UHRF2,0.26705
GLDC,0.078077
KDM4C,0.032753
DMAC1,0.76524
PTPRD,0.10125
TYRP1,0.10525
LURAP1L,0.097875
MPDZ,0.24382
NFIB,0.024165
ZDHHC21,0.5116
CER1,0.1536
FREM1,0.53201
TTC39B,0.04186
SNAPC3,0.31347
PSIP1,0.13674
CCDC171,0.080198
C9orf92,0.74086
BNC2,0.30035
CNTLN,0.16094
SH3GL2,0.51517
ADAMTSL1,0.62878
SAXO1,0.045982
RRAGA,0.10082
HAUS6,0.049043
PLIN2,0.013726
DENND4C,0.51405
RPS6,0.64658
ACER2,0.58641
SLC24A2,0.87149
MLLT3,0.15817
FOCAD,0.64097
HACD4,0.45589
IFNB1,0.34105
IFNW1,0.65016
IFNA21,0.82587
IFNA4,0.73971
IFNA7,0.80989
IFNA10,0.82535
IFNA16,0.83262
IFNA17,0.83555
IFNA14,0.76056
IFNA5,0.44586
KLHL9,0.5019
IFNA6,0.75867
IFNA13,0.74876
IFNA2,0.63804
IFNA8,0.80123
IFNA1,0.32299
IFNE,0.28476
MTAP,0.049427
CDKN2A,0.78306
CDKN2B,0.56162
DMRTA1,0.33239
ELAVL2,0.37712
IZUMO3,0.72716
TUSC1,0.079093
LOC100506422,0.59013
CAAP1,0.23077
PLAA,0.28468
IFT74,0.13739
LRRC19,0.092174
TEK,0.67215
EQTN,0.47169
MOB3B,2.1365E-14
IFNK,5E-10
C9orf72,2.7454E-13
LINGO2,0.38884
ACO1,0.38497
DDX58,0.31049
TOPORS,0.2773
NDUFB6,0.34287
TAF1L,0.81146
TMEM215,0.47563
APTX,0.83619
DNAJA1,0.71029
SMU1,0.70961
B4GALT1,0.70597
SPINK4,0.25514
BAG1,0.23323
CHMP5,0.22032
NFX1,0.35928
AQP7,0.27537
AQP3,0.024529
NOL6,0.20473
ANKRD18B,0.17359
PRSS3,0.0015628
UBE2R2,0.0016084
UBAP2,0.00022137
DCAF12,0.014775
UBAP1,0.011821
KIF24,0.0081296
NUDT2,0.014912
MYORG,0.032194
C9orf24,0.13968
FAM219A,0.38926
DNAI1,0.52301
ENHO,0.4877
CNTFR,0.88372
RPP25L,0.88351
DCTN3,0.86013
ARID3C,0.7702
SIGMAR1,0.74197
GALT,0.55818
IL11RA,0.40335
CCL27,0.36112
CCL19,0.35128
CCL21,0.23731
FAM205A,0.18042
PHF24,0.11166
DNAJB5,0.062337
C9orf131,0.08421
VCP,0.040256
FANCG,0.022841
PIGO,0.028919
STOML2,0.013581
FAM214B,0.014669
UNC13B,0.41037
RUSC2,0.28884
FAM166B,0.72731
TESK1,0.26679
CD72,0.28517
SIT1,0.13311
CCDC107,0.11399
ARHGEF39,0.16803
CA9,0.17415
TPM2,0.44615
TLN1,0.87018
CREB3,0.85005
GBA2,0.87318
RGP1,0.86341
MSMP,0.87121
NPR2,0.31638
SPAG8,0.21819
HINT2,0.17114
FAM221B,0.10382
TMEM8B,0.039501
OR13J1,0.051026
HRCT1,0.49612
OR2S2,0.17705
RECK,0.22036
GLIPR2,0.33906
CCIN,0.30858
CLTA,0.17158
GNE,0.4047
RNF38,0.43033
MELK,0.20276
PAX5,0.097995
ZCCHC7,0.22521
GRHPR,0.3703
ZBTB5,0.24962
POLR1E,0.68545
FBXO10,0.41406
TOMM5,0.25998
FRMPD1,0.11306
TRMT10B,0.07642
EXOSC3,0.068693
DCAF10,0.051401
SLC25A51,0.15815
SHB,0.74702
ALDH1B1,0.9267
IGFBPL1,0.86537
ANKRD18A,0.040988
CNTNAP3,0.42862
SPATA31A1,0.40719
NA,0.65537
FOXD4L5,0.82122
CBWD5,0.76505
CBWD3,0.033782
FOXD4L3,0.059432
PGM5,0.34429
TMEM252,0.012294
PIP5K1B,0.0073727
FAM122A,0.052055
PRKACG,0.031589
FXN,0.097336
TJP2,0.017991
FAM189A2,0.27035
APBA1,0.1499
PTAR1,0.026959
C9orf135,0.025251
MAMDC2,0.66561
SMC5,0.82858
KLF9,0.52489
TRPM3,0.70057
CEMIP2,0.35807
ABHD17B,0.28001
C9orf85,0.44167
C9orf57,0.93718
GDA,0.93278
ZFAND5,0.3689
TMC1,0.18293
ALDH1A1,0.47776
ANXA1,0.01906
RORB,0.22515
TRPM6,0.013076
C9orf40,0.34696
CARNMT1,0.45089
NMRK1,0.54745
OSTF1,0.23866
PCSK5,0.95268
RFK,0.2548
GCNT1,0.25439
PRUNE2,0.95879
FOXB2,0.73997
VPS13A,0.85928
GNA14,0.30142
GNAQ,0.39772
CEP78,0.029156
PSAT1,0.48277
TLE4,0.15081
TLE1,0.18938
SPATA31D4,0.6902
SPATA31D3,0.38708
SPATA31D1,0.19894
RASEF,0.68045
FRMD3,0.50373
IDNK,0.47448
UBQLN1,0.48133
GKAP1,0.18407
KIF27,0.021891
C9orf64,0.025433
HNRNPK,0.016217
RMI1,0.015571
SLC28A3,0.73899
NTRK2,0.58851
AGTPBP1,0.085116
NAA35,0.4835
GOLM1,0.52072
C9orf153,0.78243
ISCA1,0.87635
TUT7,0.9502
GAS1,0.30764
LINC02872,0.96789
DAPK1,0.067602
CTSL,0.77283
SPATA31E1,0.4982
SPATA31C1,0.54176
CDK20,0.24206
SPATA31C2,0.22616
SPIN1,0.78463
NXNL2,0.50827
LINC02843,0.085754
C9orf47,0.60338
S1PR3,0.52898
SHC3,0.7223
CKS2,0.36288
SECISBP2,0.28062
SEMA4D,0.34535
GADD45G,0.5686
DIRAS2,0.73214
SYK,0.38618
AUH,0.36855
NFIL3,0.8923
ROR2,0.4423
SPTLC1,0.54595
IARS1,0.88177
NOL8,0.89593
CENPP,0.91514
OGN,0.8667
OMD,0.79415
ASPN,0.76932
ECM2,0.83634
IPPK,0.97981
BICD2,0.94851
LOC101929748,0.63638
ZNF484,0.36006
FGD3,0.87272
SUSD3,0.54058
CARD19,0.86883
NINJ1,0.80958
WNK2,0.39775
C9orf129,0.38734
FAM120AOS,0.57774
FAM120A,0.77703
PHF2,0.62956
NA,0.57979
BARX1,0.18889
PTPDC1,0.38674
ZNF169,0.16964
NUTM2F,0.60522
PTMAP12,0.43841
MFSD14B,0.42055
FBP2,0.5758
FBP1,0.58046
AOPEP,0.091952
FANCC,0.086031
PTCH1,0.05683
ERCC6L2,0.036054
LOC158434,0.41627
HSD17B3,0.21392
SLC35D2,0.064668
ZNF367,0.29584
HABP4,0.01164
CDC14B,0.005099
PRXL2C,0.021769
ZNF510,0.030092
ZNF782,0.10256
NUTM2G,0.17594
CTSV,0.35438
CCDC180,0.51535
TDRD7,0.068385
TMOD1,0.036238
TSTD2,0.062701
NCBP1,0.063091
XPA,0.059575
FOXE1,0.78678
TRMO,0.98852
HEMGN,0.97981
ANP32B,0.7775
TRIM14,0.77928
NANS,0.83754
CORO2A,0.10011
TBC1D2,0.12943
GABBR2,0.5075
ANKS6,0.71261
GALNT12,0.9646
COL15A1,0.13062
TGFBR1,0.075817
ALG2,0.55155
SEC61B,0.61836
NR4A3,0.042022
STX17,0.043727
ERP44,0.13178
INVS,0.43773
TEX10,0.23545
MSANTD3,0.95425
MSANTD3-TMEFF1,0.9361
TMEFF1,0.91306
CAVIN4,0.86114
PLPPR1,0.4882
BAAT,0.26767
MRPL50,0.53582
ZNF189,0.72753
ALDOB,0.66308
PGAP4,0.60048
RNF20,0.91408
GRIN3A,0.74257
PPP3R2,0.96794
CYLC2,0.79528
SMC2,0.80603
OR13F1,0.43034
OR13C4,0.50095
OR13C3,0.57787
OR13C8,0.66634
OR13C5,0.57861
OR13C2,0.60776
OR13C9,0.62375
OR13D1,0.70697
NIPSNAP3A,0.30901
NIPSNAP3B,0.28908
ABCA1,0.82248
SLC44A1,0.15757
FSD1L,0.51571
FKTN,0.29985
TAL2,0.1486
TMEM38B,0.19164
ZNF462,0.010553
RAD23B,0.68464
KLF4,0.33749
ACTL7B,0.34794
ACTL7A,0.37136
ELP1,0.1661
ABITRAM,0.10204
CTNNAL1,0.12385
TMEM245,0.25731
FRRS1L,0.12961
EPB41L4B,0.1648
PTPN3,0.28753
NA,0.38582
PALM2AKAP2,0.64349
NA,0.76062
C9orf152,0.086613
TXN,0.15324
TXNDC8,0.13236
SVEP1,0.43326
MUSK,0.43435
LPAR1,0.74756
OR2K2,0.57912
ECPAS,0.51535
ZNF483,0.77078
PTGR1,0.77081
DNAJC25,0.70859
DNAJC25-GNG10,0.62471
GNG10,0.49324
SHOC1,0.16889
UGCG,0.044787
SUSD1,0.099886
PTBP3,0.0055661
HSDL2,0.33488
KIAA1958,0.37919
INIP,0.62083
SNX30,0.8095
SLC46A2,0.60635
ZNF883,0.31836
ZFP37,0.25319
SLC31A2,0.3925
FKBP15,0.58195
SLC31A1,0.97173
CDC26,0.91405
PRPF4,0.85964
RNF183,0.72703
WDR31,0.3515
BSPRY,0.062682
HDHD3,0.023615
ALAD,0.1932
POLE3,0.10955
C9orf43,0.092297
RGS3,0.22457
ZNF618,0.70785
AMBP,0.55786
KIF12,0.46411
COL27A1,0.42403
ORM1,0.71788
ORM2,0.71259
AKNA,0.95241
WHRN,0.84271
ATP6V1G1,0.17436
TMEM268,0.3225
TEX48,0.61429
TNFSF15,0.72051
TNFSF8,0.91023
TNC,0.23927
DELEC1,0.20832
PAPPA,0.1146
ASTN2,0.66744
TRIM32,0.3885
TLR4,0.61907
BRINP1,0.71724
CDK5RAP2,0.79299
MEGF9,0.94511
FBXW2,0.59068
PSMD5,0.77349
PHF19,0.30152
TRAF1,0.18501
C5,0.56194
CNTRL,0.77619
RAB14,0.8526
GSN,0.70304
STOM,0.60253
DAB2IP,0.79013
TTLL11,0.32826
NDUFA8,0.45779
MORN5,0.38862
LHX6,0.51007
RBM18,0.58772
MRRF,0.71244
PTGS1,0.10735
OR1J2,0.56264
OR1J1,0.29026
OR1J4,0.67629
OR1N1,0.69748
OR1N2,0.59424
OR1L8,0.70418
OR1Q1,0.5512
OR1B1,0.66484
OR1L1,0.13023
OR1L3,0.045255
OR1L4,0.087632
OR1L6,0.089058
OR5C1,0.37452
OR1K1,0.4808
PDCL,0.7138
RC3H2,0.88162
ZBTB6,0.96808
ZBTB26,0.96446
RABGAP1,0.89721
GPR21,0.83485
STRBP,0.56639
CRB2,0.030836
DENND1A,0.22265
LHX2,0.92479
NEK6,0.87513
PSMB7,0.91021
ADGRD2,0.79103
NR5A1,0.46067
NR6A1,0.17358
OLFML2A,0.63069
WDR38,0.85602
RPL35,0.82169
ARPC5L,0.87123
GOLGA1,0.84285
SCAI,0.92887
PPP6C,0.66555
RABEPK,0.37597
HSPA5,0.17269
GAPVD1,0.15334
MAPKAP1,0.39293
PBX3,0.86865
MVB12B,0.67594
LMX1B,0.47249
ZBTB43,0.078516
ZBTB34,0.13473
RALGPS1,0.78495
ANGPTL2,0.63251
GARNL3,0.47673
SLC2A8,0.42972
ZNF79,0.8005
RPL12,0.62826
LRSAM1,0.66534
NIBAN2,0.73839
STXBP1,0.66697
CFAP157,0.51264
PTRH1,0.54941
TTC16,0.59302
TOR2A,0.57897
SH2D3C,0.39059
CDK9,0.30412
FPGS,0.23615
ENG,0.33496
AK1,0.25872
ST6GALNAC6,0.047473
ST6GALNAC4,0.011678
PIP5KL1,0.0065321
DPM2,0.0069505
FAM102A,0.0072039
NAIF1,0.47225
SLC25A25,0.62355
PTGES2,0.97612
LCN2,0.99479
C9orf16,0.88096
CIZ1,0.80927
DNM1,0.70897
GOLGA2,0.41075
SWI5,0.38473
TRUB2,0.31674
COQ4,0.33182
SLC27A4,0.4189
URM1,0.41336
CERCAM,0.50212
ODF2,0.53761
GLE1,0.61297
SPTAN1,0.82543
DYNC2I2,0.60541
SET,0.33464
PKN3,0.3033
ZDHHC12,0.29715
ZER1,0.37313
TBC1D13,0.27982
ENDOG,0.21903
SPOUT1,0.21295
KYAT1,0.24656
LRRC8A,0.29358
PHYHD1,0.32037
DOLK,0.29028
NUP188,0.42999
SH3GLB2,0.72386
MIGA2,0.52036
DOLPP1,0.90188
CRAT,0.9996
PTPA,0.99813
IER5L,0.67917
C9orf106,0.80243
NTMT1,0.44134
C9orf50,0.41447
ASB6,0.39726
PRRX2,0.23251
PTGES,0.09408
TOR1B,0.040807
TOR1A,0.053398
C9orf78,0.01405
USP20,0.0042175
FNBP1,0.000089862
GPR107,0.060156
NCS1,0.54319
HMCN2,0.21984
ASS1,0.11474
FUBP3,0.31541
PRDM12,0.51006
EXOSC2,0.2876
ABL1,0.49072
QRFP,0.73921
FIBCD1,0.96885
LAMC3,0.81182
AIF1L,0.73624
NUP214,0.6769
FAM78A,0.63768
PLPP7,0.87993
PRRC2B,0.89664
POMT1,0.84383
UCK1,0.63149
RAPGEF1,0.44421
MED27,0.30513
NTNG2,0.73145
SETX,0.57628
TTF1,0.16695
CFAP77,0.58273
BARHL1,0.8114
DDX31,0.88817
GTF3C4,0.83676
AK8,0.82577
SPACA9,0.59581
TSC1,0.5174
GFI1B,0.57782
GTF3C5,0.74494
LOC100996574,0.532
CEL,0.45691
RALGDS,0.40077
GBGT1,0.43096
LOC101928193,0.30983
OBP2B,0.23621
ABO,0.11375
SURF6,0.070799
MED22,0.066823
RPL7A,0.078333
SURF1,0.077512
SURF2,0.074232
SURF4,0.1243
STKLD1,0.18438
REXO4,0.19877
ADAMTS13,0.080348
CACFD1,0.01085
SLC2A6,0.012048
MYMK,0.060157
ADAMTSL2,0.22508
FAM163B,0.75118
DBH,0.58463
SARDH,0.67532
VAV2,0.57059
BRD3,0.13014
WDR5,0.73327
RXRA,0.097372
COL5A1,0.38893
FCN2,0.55696
FCN1,0.23387
OLFM1,0.10713
C9orf62,0.94162
PPP1R26,0.8932
C9orf116,0.88631
MRPS2,0.91952
LCN1,0.97342
OBP2A,0.54346
PAEP,0.46912
GLT6D1,0.14447
LCN9,0.1565
SOHLH1,0.78819
KCNT1,0.20438
CAMSAP1,0.024258
NA,0.0306
UBAC1,0.28441
NACC2,0.19241
TMEM250,0.4078
LHX3,0.038449
QSOX2,0.075308
NA,0.045646
GPSM1,0.87871
DNLZ,0.63142
CARD9,0.62813
SNAPC4,0.24829
ENTR1,0.10948
PMPCA,0.07162
INPP5E,0.043788
SEC16A,0.049647
C9orf163,0.06379
NOTCH1,0.35689
EGFL7,0.051878
AGPAT2,0.075014
DIPK1B,0.24624
LCN10,0.3755
LCN6,0.3586
LCN8,0.62803
LCN15,0.76499
TMEM141,0.85128
CCDC183,0.87502
RABL6,0.90296
AJM1,0.91802
PHPT1,0.88766
MAMDC4,0.87857
EDF1,0.73863
TRAF2,0.86193
FBXW5,0.88635
C8G,0.79253
LCN12,0.74593
LINC02692,0.56277
PTGDS,0.50242
LCNL1,0.49746
PAXX,0.3964
CLIC3,0.39113
ABCA2,0.25254
C9orf139,0.2052
FUT7,0.21636
NPDC1,0.21892
ENTPD2,0.25355
SAPCD2,0.43895
UAP1L1,0.22619
MAN1B1,0.20414
DPP7,0.16157
GRIN1,0.68244
LRRC26,0.94292
TMEM210,0.96146
ANAPC2,0.74132
SSNA1,0.65512
TPRN,0.62576
TMEM203,0.546
NDOR1,0.45173
RNF208,0.32958
CYSRT1,0.3252
RNF224,0.41546
SLC34A3,0.53537
TUBB4B,0.5888
FAM166A,0.61256
STPG3,0.71929
NELFB,0.79023
TOR4A,0.78894
NRARP,0.52743
EXD3,0.60704
NOXA1,0.93646
ENTPD8,0.88465
NSMF,0.84792
PNPLA7,0.94469
MRPL41,0.76364
DPH7,0.58947
ZMYND19,0.51751
ARRDC1,0.5415
EHMT1,0.18612
CACNA1B,0.76843
FAM157B,0.32107
TUBB8,0.050878
ZMYND11,0.79808
DIP2C,0.57341
LARP4B,0.32382
GTPBP4,0.62832
IDI2,0.64138
IDI1,0.5429
WDR37,0.54411
ADARB2,0.35017
PFKP-DT,0.13941
PFKP,0.24662
PITRM1,0.40131
KLF6,0.38908
AKR1E2,0.35182
AKR1C1,0.28419
AKR1C2,0.57361
AKR1C3,0.94764
AKR1C4,0.29493
UCN3,0.67326
TUBAL3,0.58221
NET1,0.51101
CALML5,0.6165
CALML3,0.89759
ASB13,0.28282
TASOR2,0.019695
GDI2,0.0050297
ANKRD16,0.83503
FBH1,0.65404
IL15RA,0.48109
IL2RA,0.47809
RBM17,0.011519
PFKFB3,0.072374
PRKCQ,0.084166
SFMBT2,0.19544
ITIH5,0.1467
ITIH2,0.61114
KIN,0.37497
ATP5F1C,0.59658
TAF3,0.90956
GATA3,0.75229
CELF2,0.040916
USP6NL,0.033057
ECHDC3,0.3835
PROSER2,0.37216
UPF2,0.69769
DHTKD1,0.32016
SEC61A2,0.45107
NUDT5,0.43476
CDC123,0.077198
CAMK1D,0.77623
CCDC3,0.33128
OPTN,0.043546
MCM10,0.15839
UCMA,0.13215
PHYH,0.10125
SEPHS1,0.79348
BEND7,0.83731
PRPF18,0.18084
FRMD4A,0.077836
FAM107B,0.1943
CDNF,0.65571
HSPA14,0.36308
SUV39H2,0.3859
DCLRE1C,0.82308
MEIG1,0.92116
ACBD7,0.72833
OLAH,0.82839
RPP38-DT,0.49237
RPP38,0.42948
NMT2,0.32166
FAM171A1,0.018843
ITGA8,0.52693
MINDY3,0.60336
PTER,0.29102
C1QL3,0.99878
RSU1,0.11825
CUBN,0.16214
TRDMT1,0.60939
VIM,0.29378
ST8SIA6,0.14832
HACD1,0.83771
STAM,0.79884
TMEM236,0.59375
MRC1,0.59272
SLC39A12,0.70008
CACNB2,0.53763
NSUN6,0.15337
ARL5B,0.11729
MALRD1,0.42464
PLXDC2,0.46028
NEBL,0.22662
NA,0.49049
MIR1915HG,0.85718
SKIDA1,0.82969
MLLT10,0.90061
DNAJC1,0.49963
EBLN1,0.64073
COMMD3,0.96908
COMMD3-BMI1,0.95736
BMI1,0.94533
SPAG6,0.93321
PIP4K2A,0.3985
ARMC3,0.071807
MSRB2,0.85849
PTF1A,0.85544
C10orf67,0.85261
OTUD1,0.74592
KIAA1217,0.062799
ARHGAP21,0.5305
PRTFDC1,0.88092
ENKUR,0.82127
THNSL1,0.78383
GPR158,0.86984
MYO3A,0.30633
GAD2,0.35726
APBB1IP,0.95892
PDSS1,0.50292
ABI1,0.51123
ANKRD26,0.7175
YME1L1,0.83304
MASTL,0.78491
ACBD5,0.94419
ARMC4P1,0.72513
PTCHD3,0.0013322
RAB18,0.00058743
MKX,0.86234
ARMC4,0.89685
MPP7,0.38611
WAC,0.49336
BAMBI,0.01262
C10orf126,0.42666
LYZL1,0.39939
SVIL,0.4406
JCAD,0.3352
LOC101929256,0.41803
MTPAP,0.51332
MAP3K8,0.29608
LYZL2,0.28915
ZNF438,0.24531
ZEB1,0.53503
LOC100505502,0.18435
ARHGAP12,0.74086
KIF5B,0.70385
EPC1,0.6501
CCDC7,0.50219
ITGB1,0.43139
NRP1,0.11768
PARD3,0.50829
CUL2,0.14224
CREM,0.24479
CCNY,0.40538
GJD4,0.55466
FZD8,0.44381
ANKRD30A,0.22189
MTRNR2L7,0.60149
ZNF248,0.37127
ZNF25,0.25016
ZNF33A,0.33951
ZNF37A,0.64032
LOC101929373,0.65256
ZNF33B,0.92195
BMS1,0.71374
RET,0.17181
CSGALNACT2,0.66792
RASGEF1A,0.56106
FXYD4,0.42102
HNRNPF,0.28812
ZNF239,0.11649
ZNF485,0.31685
ZNF32,0.54664
LINC02881,0.060121
CXCL12,0.26831
TMEM72,0.6455
RASSF4,0.51868
DEPP1,0.4001
ZNF22-AS1,0.45205
ZNF22,0.44352
OR13A1,0.23103
ALOX5,0.23019
MARCHF8,0.72814
ZFAND4,0.29726
WASHC2C,0.21018
AGAP4,0.14169
SYT15,0.51028
GPRIN2,0.61304
NPY4R,0.97801
ANXA8L1,0.92765
ANTXRL,0.96917
AGAP9,0.4008
ZNF488,0.31289
RBP3,0.42695
GDF2,0.76447
GDF10,0.93655
PTPN20,0.78156
NA,0.89456
FAM25C,0.65187
FRMPD2,0.18249
MAPK8,0.0057541
ARHGAP22,0.11166
WDFY4,0.16937
LRRC18,0.41492
VSTM4,0.49284
FAM170B,0.53058
TMEM273,0.80089
C10orf71,0.45444
DRGX,0.43731
ERCC6,0.030348
PGBD3,0.023924
NA,0.050924
CHAT,0.013709
SLC18A3,0.025661
C10orf53,0.05037
OGDHL,0.089504
PARG,0.3124
MSMB,0.22532
NCOA4,0.58668
TIMM23,0.37683
AGAP6,0.3111
WASHC2A,0.42784
ASAH2,0.94888
SGMS1,0.20065
ASAH2B,0.69476
A1CF,0.67374
PRKG1,0.16442
CSTF2T,0.34777
DKK1,0.85352
MBL2,0.15716
PCDH15,0.87246
MTRNR2L5,0.22269
ZWINT,0.48186
IPMK,0.66375
CISD1,0.61803
UBE2D1,0.65294
TFAM,0.87676
BICC1,0.82311
PHYHIPL,0.028538
FAM13C,0.080539
SLC16A9,0.56626
MRLN,0.5126
CCDC6,0.72531
ANK3,0.075005
CDK1,0.85893
RHOBTB1,0.038639
TMEM26,0.15208
CABCOCO1,0.47623
ARID5B,0.5553
RTKN2,0.12089
ZNF365,0.65629
ADO,0.35081
EGR2,0.25301
NRBF2,0.20033
JMJD1C,0.38392
REEP3,0.52708
CTNNA3,0.19642
LRRTM3,0.358
DNAJC12,0.77502
SIRT1,0.6416
HERC4,0.58087
MYPN,0.79143
ATOH7,0.32365
PBLD,0.36364
HNRNPH3,0.88786
RUFY2,0.92094
DNA2,0.8093
SLC25A16,0.49082
TET1,0.10782
CCAR1,0.80383
STOX1,0.76659
DDX50,0.63746
DDX21,0.54922
KIFBP,0.47817
SRGN,0.19764
VPS26A,0.76556
SUPV3L1,0.7836
HKDC1,0.73114
HK1,0.026344
TACR2,0.027152
TSPAN15,0.085966
NEUROG3,0.22636
FAM241B,0.06946
COL13A1,0.71871
MACROH2A2,0.70118
AIFM2,0.85252
TYSND1,0.94468
SAR1A,0.95001
PPA1,0.87435
NPFFR1,0.84223
LRRC20,0.69179
EIF4EBP2,0.23028
NODAL,0.13427
PALD1,0.49332
PRF1,0.42005
ADAMTS14,0.43017
TBATA,0.31632
SGPL1,0.58493
PCBD1,0.52512
UNC5B,0.52986
SLC29A3,0.88543
CDH23,0.96102
C10orf105,0.52873
VSIR,0.55684
PSAP,0.69455
CHST3,0.76294
SPOCK2,0.8043
ASCC1,0.99939
ANAPC16,0.97861
DDIT4,0.81708
DNAJB12,0.54625
MICU1,0.30968
MCU,0.56476
OIT3,0.4091
PLA2G12B,0.13933
P4HA1,0.21346
NUDT13,0.30568
ECD,0.32195
FAM149B1,0.33451
DNAJC9,0.3205
MRPS16,0.33213
CFAP70,0.33369
ANXA7,0.35964
MSS51,0.35753
PPP3CB,0.44751
USP54,0.55064
MYOZ1,0.69368
SYNPO2L,0.32088
AGAP5,0.0011331
SEC24C,0.00076285
FUT11,0.0036615
CHCHD1,0.0042204
ZSWIM8,0.0017719
NDST2,0.00048746
CAMK2G,0.00079678
C10orf55,0.0074633
PLAU,0.0074963
VCL,0.49146
AP3M1,0.50146
ADK,0.38093
KAT6B,0.66419
DUSP29,0.0394
DUSP13,0.090008
SAMD8,0.056528
VDAC2,0.065627
COMTD1,0.081898
ZNF503,0.23033
LRMDA,0.46672
KCNMA1,0.27507
DLG5,0.9349
POLR3A,0.68364
RPS24,0.50348
ZMIZ1,0.58503
PPIF,0.17947
ZCCHC24,0.61984
EIF5AL1,0.95003
SFTPA2,0.95013
SFTPA1,0.63104
NUTM2B,0.77207
SFTPD,0.64932
TMEM254,0.10329
PLAC9,0.21525
ANXA11,0.18722
MAT1A,0.80915
DYDC1,0.94175
DYDC2,0.94201
PRXL2A,0.92443
TSPAN14,0.72048
SH2D4B,0.55658
NRG3,0.44518
GHITM,0.57277
C10orf99,0.93255
CDHR1,0.59336
LRIT2,0.34379
LRIT1,0.31722
RGR,0.35584
CCSER2,0.52349
GRID1,0.87284
WAPL,0.33069
OPN4,0.24236
LDB3,0.52465
BMPR1A,0.97231
MMRN2,0.22383
SNCG,0.14992
ADIRF,0.16766
AGAP11,0.3177
FAM25A,0.59571
GLUD1,0.27454
SHLD2,0.16207
NUTM2A,0.46038
MINPP1,0.8502
PAPSS2,0.74345
ATAD1,0.58974
KLLN,0.28048
PTEN,0.055656
RNLS,0.75067
LIPJ,0.7705
LIPF,0.26382
LIPK,0.042382
LIPN,0.20701
LIPM,0.79221
ANKRD22,0.5953
STAMBPL1,0.70666
ACTA2,0.71761
FAS,0.91036
CH25H,0.094729
LIPA,0.33404
IFIT2,0.47146
IFIT3,0.1026
IFIT1B,0.28025
IFIT1,0.43855
IFIT5,0.37228
SLC16A12,0.22531
PANK1,0.95448
KIF20B,0.87374
HTR7,0.64789
RPP30,0.88771
ANKRD1,0.93239
PCGF5,0.44123
HECTD2,0.67553
PPP1R3C,0.49095
TNKS2,0.9498
FGFBP3,0.92884
BTAF1,0.2565
CPEB3,0.13401
MARCHF5,0.14408
IDE,0.61288
KIF11,0.23269
HHEX,0.28036
EXOC6,0.096458
CYP26C1,0.031818
CYP26A1,0.044225
MYOF,0.020386
CEP55,0.016239
FFAR4,0.65349
RBP4,0.79731
PDE6C,0.29417
FRA10AC1,0.46376
LGI1,0.89526
SLC35G1,0.40717
PLCE1,0.56457
NOC3L,0.14676
TBC1D12,0.54466
HELLS,0.51764
CYP2C18,0.87232
CYP2C19,0.70069
CYP2C9,0.69031
CYP2C8,0.57477
ACSM6,0.54868
PDLIM1,0.79438
SORBS1,0.40681
ALDH18A1,0.62432
TCTN3,0.63117
ENTPD1,0.46248
NA,0.42762
CC2D2B,0.82426
CCNJ,0.43569
ZNF518A,0.46239
BLNK,0.89824
DNTT,0.39414
OPALIN,0.3399
TLL2,0.43849
TM9SF3,0.096533
PIK3AP1,0.15721
LCOR,0.14284
NA,0.1397
SLIT1,0.17841
ARHGAP19,0.56306
FRAT1,0.4989
FRAT2,0.35726
RRP12,0.13134
PGAM1,0.2349
EXOSC1,0.16419
ZDHHC16,0.11092
MMS19,0.091541
UBTD1,0.13126
ANKRD2,0.06004
HOGA1,0.012541
C10orf62,0.0248
MORN4,0.024307
PI4K2A,0.20073
AVPI1,0.27214
MARVELD1,0.45339
ZFYVE27,0.85363
SFRP5,0.75658
GOLGA7B,0.14262
CRTAC1,0.26712
R3HCC1L,0.77986
LOXL4,0.80537
PYROXD2,0.31161
HPS1,0.41129
HPSE2,0.65855
CNNM1,0.70515
GOT1,0.5508
NKX2-3,0.83138
SLC25A28,0.10941
ENTPD7,0.07635
COX15,0.088994
CUTC,0.059281
ABCC2,0.024407
DNMBP,0.072855
CPN1,0.273
ERLIN1,0.19951
CHUK,0.21275
CWF19L1,0.23605
BLOC1S2,0.30933
PKD2L1,0.10136
SCD,0.1993
WNT8B,0.68636
SEC31B,0.78081
NDUFB8,0.62594
HIF1AN,0.57264
PAX2,0.68999
SLF2,0.21123
SEMA4G,0.38775
MRPL43,0.34538
TWNK,0.32279
LZTS2,0.24253
